Employee ID,Distance from Home Missing,Company Tenure (In Months) Missing,Early Start Flag,Tenure Definition Review,Income IQR Flag
67517,True,False,False,True,False
5331,False,False,False,False,False
26539,False,False,False,True,False
25975,False,False,False,True,False
1680,False,False,False,False,False
21570,False,True,False,False,False
49310,True,True,False,False,False
2745,False,False,True,True,False
52121,False,False,True,True,False
23057,True,False,False,True,False
15293,False,False,False,True,False
41481,False,False,False,True,False
55314,False,True,False,False,False
39731,False,False,False,True,False
10709,False,False,False,True,False
64492,False,False,False,True,False
41284,False,False,False,True,False
7714,False,True,False,False,False
3086,True,False,False,True,False
46615,False,False,False,True,True
24172,False,False,False,True,False
28980,False,False,True,True,False
22612,False,False,False,True,False
62389,False,False,True,True,True
45111,False,False,False,True,False
69193,False,False,False,False,False
46131,False,False,False,True,False
27466,False,True,True,False,False
15082,False,False,False,False,False
13381,False,False,False,True,False
72564,False,False,True,True,False
1062,False,False,False,True,False
39167,False,False,False,True,False
14944,False,False,True,True,False
8672,False,False,False,False,False
4776,True,False,False,True,False
14724,False,True,False,False,False
56051,False,False,True,True,False
38992,False,True,False,False,False
17650,False,False,True,True,False
12049,False,False,False,True,False
65061,True,False,False,True,False
27018,False,True,True,False,False
15507,False,False,True,True,False
777,False,False,False,True,False
57511,False,True,False,False,False
73787,False,True,True,False,False
58268,False,False,True,True,False
23852,False,False,False,True,False
53410,False,False,True,True,False
69989,False,False,False,True,False
44504,False,False,False,True,False
29440,False,False,True,True,False
58046,False,False,True,True,False
71276,False,False,False,True,False
69226,False,False,False,True,False
6384,False,False,False,True,False
55541,True,False,False,True,False
463,False,False,True,True,False
8107,False,False,False,True,False
39668,True,False,True,True,False
20021,False,False,False,True,False
33648,False,False,True,True,False
36281,False,False,False,True,False
26358,True,True,True,False,False
34265,False,True,False,False,False
35545,False,True,False,False,False
32869,False,True,False,False,False
45867,False,False,True,True,False
29402,False,True,True,False,False
49258,False,False,False,True,False
20822,False,False,False,True,False
30913,True,False,False,False,False
46548,False,True,False,False,False
49694,False,False,False,False,False
14085,False,False,False,True,False
54458,False,False,False,True,False
47515,False,False,False,True,False
54272,False,True,False,False,False
17750,False,False,True,True,False
70360,True,False,False,True,False
30828,False,False,False,True,False
38054,False,False,False,False,False
3378,False,False,False,True,False
20402,False,False,False,True,False
63059,False,False,False,True,False
25764,False,False,False,True,False
26653,False,False,False,True,True
31825,False,True,False,False,False
70295,False,True,False,False,False
56432,False,False,True,True,False
10856,False,True,False,False,False
57454,False,False,False,True,False
37964,False,False,False,True,False
22176,False,True,True,False,False
6242,False,False,True,True,False
70872,False,True,False,False,False
47513,False,False,False,False,False
53729,False,False,False,False,False
61596,False,False,True,True,False
13475,False,False,True,True,False
68125,False,False,False,True,False
25156,False,False,False,True,False
1979,True,False,False,False,False
63016,False,True,True,False,True
9852,False,False,False,True,False
74185,False,True,False,False,False
58652,False,True,False,False,False
71196,False,True,False,False,False
66741,False,False,False,True,False
7267,False,False,True,True,False
24035,False,True,False,False,False
31492,False,False,False,True,False
38962,True,False,False,False,False
68088,False,False,False,True,False
35084,False,False,True,True,False
31167,False,False,False,True,False
38602,False,False,True,True,False
68729,False,False,False,True,False
59068,False,False,False,False,False
58681,True,False,False,True,False
48853,False,False,False,True,False
66752,False,False,False,True,False
11046,False,False,False,True,False
63599,False,True,False,False,False
9559,False,True,False,False,False
36337,False,True,False,False,False
36421,False,False,False,True,False
39933,True,False,False,True,False
9549,False,False,False,True,False
40153,False,False,False,True,False
58999,False,False,True,True,False
39548,False,False,False,True,False
17204,False,False,False,True,False
44230,False,False,False,True,False
32797,True,False,False,False,False
10575,False,True,False,False,False
33941,False,False,False,False,False
16681,True,False,False,True,False
66825,True,True,False,False,False
25811,False,False,False,True,False
61973,False,False,True,True,False
30682,False,False,False,True,False
14576,False,True,False,False,False
41271,True,False,False,False,False
10190,True,False,False,True,False
3452,False,False,True,True,False
8520,False,False,False,True,False
42948,False,False,False,True,False
12543,True,True,False,False,False
73259,False,False,False,False,False
73652,False,False,False,True,False
65836,True,False,False,True,False
2936,False,False,True,True,False
66832,False,False,False,True,False
47024,False,False,False,True,False
28504,False,False,True,True,False
67148,False,True,False,False,False
17535,False,True,False,False,False
66761,False,True,False,False,False
33390,False,True,False,False,False
37329,False,True,False,False,False
39252,False,True,False,False,False
58170,False,True,True,False,False
46383,False,True,False,False,False
29174,False,True,False,False,False
4033,False,True,False,False,False
60738,False,True,False,False,False
13890,True,True,False,False,False
20731,False,True,False,False,False
71779,False,True,False,False,False
70456,False,True,False,False,False
32073,False,True,False,False,False
9937,False,True,False,False,False
46332,False,True,False,False,False
52211,True,True,False,False,False
58777,True,True,False,False,False
42417,False,True,False,False,False
18401,False,True,False,False,False
68336,True,True,False,False,False
25462,False,True,False,False,False
48259,False,True,False,False,False
17961,False,True,False,False,False
19261,False,True,False,False,False
47037,False,True,False,False,False
25203,False,True,True,False,False
47620,False,True,False,False,False
58030,True,True,False,False,False
64562,False,True,True,False,False
63637,False,True,False,False,False
6020,False,True,False,False,False
8141,False,True,False,False,False
17021,False,True,False,False,False
67482,False,True,True,False,False
71086,False,True,True,False,False
67390,False,True,True,False,False
23048,False,True,False,False,False
59492,False,True,True,False,False
33881,False,True,False,False,False
59038,False,True,False,False,False
5875,False,True,False,False,False
67227,True,True,False,False,False
30066,False,True,False,False,False
43645,False,True,False,False,False
50335,False,True,True,False,False
19691,False,True,False,False,False
7830,False,True,False,False,False
65211,True,True,False,False,False
36654,False,True,False,False,False
34810,True,True,True,False,False
36592,False,True,False,False,False
41068,False,True,True,False,False
53510,False,True,False,False,True
42495,False,True,False,False,False
8074,False,True,False,False,False
34697,False,True,True,False,False
6667,False,True,False,False,False
40793,False,True,False,False,False
42630,False,True,False,False,False
67764,True,True,False,False,True
36575,False,True,True,False,False
20466,False,True,False,False,False
58668,False,True,False,False,False
36596,False,True,False,False,False
46958,False,True,False,False,False
10064,False,True,False,False,False
64199,False,True,False,False,False
19909,True,True,False,False,False
67313,False,True,False,False,False
2374,True,True,True,False,False
48244,False,True,True,False,False
7845,False,True,True,False,False
18121,True,True,False,False,False
45635,False,True,False,False,False
65290,True,True,False,False,False
23716,False,True,False,False,False
3155,False,True,True,False,False
60286,False,True,False,False,False
56396,False,True,False,False,False
14492,False,True,True,False,False
44381,False,True,False,False,False
8414,False,True,False,False,False
25162,False,True,False,False,False
67688,False,True,False,False,False
16719,False,True,False,False,False
60199,False,True,False,False,False
54600,False,True,False,False,False
40530,False,True,False,False,False
25214,False,True,False,False,False
24771,False,True,False,False,False
6039,False,True,False,False,True
56339,True,True,False,False,False
8604,False,True,False,False,False
57360,False,True,False,False,False
70086,False,True,True,False,False
48579,False,True,False,False,False
34221,False,True,False,False,False
26084,False,True,False,False,False
22597,True,True,False,False,False
60379,False,True,False,False,False
1508,False,True,False,False,False
25171,False,True,False,False,False
30837,False,True,False,False,False
12477,False,True,False,False,False
28255,False,True,False,False,False
12174,False,True,False,False,False
4320,False,True,False,False,False
20414,False,True,False,False,False
25573,False,True,False,False,False
9275,False,True,False,False,False
32513,False,True,False,False,False
14767,False,True,False,False,False
69843,False,True,False,False,False
69678,False,True,False,False,False
44321,False,True,False,False,False
68503,True,True,False,False,False
15405,False,True,True,False,False
74096,True,True,False,False,False
13423,False,True,False,False,False
8664,False,True,False,False,False
70666,False,True,False,False,False
7964,False,True,False,False,False
33157,False,True,True,False,False
70366,False,True,False,False,False
50814,False,True,False,False,False
40776,False,True,False,False,False
27814,True,True,False,False,False
20719,False,True,False,False,False
5202,False,True,False,False,True
64805,False,True,True,False,False
72969,False,True,False,False,False
54462,True,True,True,False,False
37193,False,True,False,False,False
47108,False,True,False,False,False
61685,False,True,False,False,False
39284,False,True,True,False,False
36798,False,True,False,False,False
71592,False,True,True,False,False
33937,True,True,False,False,False
23679,False,True,False,False,False
2646,False,True,False,False,False
4204,False,True,False,False,False
72642,False,True,True,False,False
53632,True,True,False,False,False
67832,True,True,False,False,False
34770,True,True,True,False,False
51669,False,True,False,False,False
11430,True,True,False,False,False
68059,False,True,False,False,False
61725,False,True,True,False,True
51923,False,True,False,False,False
4645,False,True,False,False,False
52573,False,True,True,False,False
46057,True,True,False,False,False
53305,False,True,False,False,False
24640,True,True,False,False,False
61325,True,True,True,False,False
19517,False,True,False,False,False
49218,False,True,False,False,False
40459,False,True,False,False,True
14487,False,True,False,False,False
35276,False,True,False,False,False
32145,False,True,False,False,False
2523,False,True,False,False,False
29884,False,True,True,False,False
19028,True,True,False,False,False
52118,False,True,False,False,False
43694,False,True,False,False,False
59351,False,True,False,False,False
36239,False,True,False,False,False
73349,False,True,True,False,False
38407,True,True,False,False,False
39605,False,True,False,False,False
18148,False,True,False,False,False
30308,False,True,False,False,False
39642,False,True,True,False,False
46798,False,True,False,False,False
8455,False,True,False,False,False
30089,False,True,False,False,False
72197,True,True,False,False,False
71327,False,True,False,False,False
21592,False,True,False,False,False
18130,False,True,True,False,False
31483,True,True,False,False,False
70788,False,True,True,False,False
9962,False,True,False,False,False
61918,False,True,False,False,False
19215,False,True,True,False,False
21702,False,True,False,False,False
54739,False,True,False,False,False
46232,True,True,False,False,False
20238,False,True,False,False,False
74407,False,True,False,False,False
32322,False,True,False,False,False
57183,False,True,False,False,False
11246,False,True,False,False,False
24447,False,True,False,False,False
57056,False,True,False,False,False
37690,True,True,False,False,False
8930,False,True,True,False,False
55547,False,True,False,False,False
65441,False,True,True,False,False
25832,False,True,False,False,False
33746,False,True,True,False,False
9297,True,True,False,False,False
2102,False,True,False,False,False
183,False,True,False,False,False
34303,False,True,False,False,False
513,True,True,False,False,False
2616,False,False,False,True,True
1049,True,False,False,True,False
10309,False,True,False,False,False
25083,False,False,False,True,False
29199,False,True,False,False,False
6007,False,False,True,True,False
17343,False,False,False,True,False
37531,False,False,False,True,False
10675,False,False,True,True,False
25129,False,False,False,True,False
51369,True,False,True,True,False
13506,False,False,True,True,False
19707,False,True,True,False,False
55776,False,False,False,True,False
59945,True,True,False,False,False
852,False,True,False,False,False
53893,False,True,True,False,False
15519,False,False,True,True,False
22171,True,False,False,False,False
49884,True,False,False,True,False
45838,False,False,False,True,True
71108,True,False,False,True,False
23655,False,False,False,True,False
20627,False,False,False,True,False
19357,False,False,False,True,False
53345,True,True,False,False,False
68774,False,False,False,True,False
1924,False,False,False,True,False
61131,False,False,False,True,False
49722,False,False,False,True,False
53704,True,False,False,True,False
42179,False,False,False,True,False
17321,False,False,False,True,False
56431,False,False,False,True,False
51675,False,False,False,True,False
47353,False,False,True,True,False
3862,False,False,False,True,True
51333,False,False,False,True,False
25130,False,True,False,False,False
16650,False,False,False,True,False
55366,False,False,False,True,False
55144,False,False,False,True,False
41594,False,True,False,False,False
5266,False,False,False,True,False
50924,False,False,True,True,False
63830,False,True,False,False,False
68111,False,False,False,True,False
32221,False,False,False,True,False
57029,False,False,False,True,False
48750,False,False,False,False,False
26817,False,False,False,True,False
17487,False,False,False,False,False
16526,False,False,False,True,False
64876,False,False,False,True,False
39680,True,False,False,True,False
42651,False,False,False,True,False
33536,False,False,False,True,False
32930,False,False,False,True,False
38196,True,False,False,True,False
63008,False,False,False,True,False
1816,False,False,False,True,False
34173,True,False,False,True,False
27515,True,True,False,False,False
48857,False,False,False,True,False
57712,False,False,False,True,False
22144,False,False,False,True,False
24453,False,False,True,True,False
53787,False,True,False,False,False
2855,True,False,False,False,False
673,False,False,True,True,False
16595,False,True,False,False,False
46618,False,False,False,True,False
68073,True,False,False,True,False
1558,False,False,False,True,False
48475,False,False,False,True,False
43055,False,False,False,False,False
16173,True,False,False,True,True
430,False,False,False,True,False
40988,False,False,False,True,True
54389,False,False,False,True,False
36505,False,False,False,True,False
58359,False,False,True,True,False
41355,False,False,False,True,False
34001,False,False,False,True,False
54985,False,False,False,False,False
32622,False,True,False,False,False
8501,True,False,False,True,False
470,False,False,False,True,False
50216,False,False,False,True,False
63679,False,False,False,True,True
53046,False,True,False,False,False
8228,False,False,True,True,False
49011,True,False,False,True,False
2762,False,False,True,True,False
48662,False,False,False,False,False
24345,False,False,False,True,False
21580,False,False,False,True,False
64333,False,True,True,False,False
19816,False,False,True,True,False
7364,False,False,False,True,False
48659,False,False,False,False,False
55971,False,False,False,True,False
63204,False,True,False,False,False
59587,False,False,False,True,False
38808,False,True,False,False,False
12702,False,False,True,True,False
10522,False,False,False,False,False
645,False,False,True,True,False
50572,False,True,False,False,False
19544,False,True,False,False,False
18036,False,True,False,False,False
457,False,True,True,False,False
17656,False,False,False,True,False
37813,False,False,False,True,False
57850,False,False,False,True,False
40506,False,False,True,True,False
15672,False,False,False,True,False
71901,False,False,False,True,False
41791,True,True,False,False,False
39924,False,False,False,True,False
69477,False,False,False,True,False
3462,False,False,False,True,False
13735,False,False,False,True,False
38924,False,False,False,True,False
12688,False,False,True,True,False
4812,False,False,False,True,False
7887,True,False,True,True,False
52694,False,False,False,True,False
52060,True,False,False,True,False
27013,False,True,False,False,False
42953,False,False,False,True,False
74389,False,False,False,True,False
16818,False,False,True,True,True
38785,False,False,False,True,False
65623,False,False,False,True,False
64139,True,False,False,True,False
42065,True,False,False,True,False
68146,False,False,False,True,True
16035,False,False,False,True,False
45089,False,False,True,True,False
22005,False,True,False,False,False
70282,False,False,False,True,False
60859,False,False,False,True,False
26181,False,False,True,True,False
23347,False,False,False,True,False
9453,False,False,True,True,False
10947,False,False,False,True,False
56372,False,False,False,True,False
1069,False,False,True,True,False
44279,True,False,True,True,False
39855,True,True,False,False,False
13160,False,False,False,True,False
41866,True,False,False,True,False
27644,True,False,True,True,False
62828,False,False,False,True,False
43072,False,False,False,True,False
69367,False,True,True,False,False
56247,False,True,False,False,False
10453,False,False,False,True,False
31589,False,False,False,True,False
31443,False,False,False,True,False
60308,True,False,True,True,False
61970,False,False,False,True,False
5514,False,True,False,False,False
2626,False,False,False,True,False
32233,False,False,False,True,False
30229,False,False,True,True,False
28477,False,False,False,False,False
52620,True,False,False,True,False
9903,False,False,True,True,False
34950,False,False,False,True,False
1320,False,False,False,True,False
22570,False,False,False,True,False
18381,False,False,True,True,True
846,False,False,True,True,False
55418,False,True,True,False,False
49706,True,False,True,True,False
7474,False,True,False,False,False
8995,False,True,False,False,False
16842,False,False,False,True,False
20215,False,False,False,True,False
66415,False,False,False,True,False
50196,False,False,False,True,False
29086,False,False,False,True,False
16555,False,False,False,True,False
23574,False,True,False,False,False
10677,False,False,False,True,False
53954,True,False,False,True,False
27295,False,False,False,True,False
2090,False,False,False,True,False
18577,False,False,False,True,False
7923,True,False,True,True,False
46700,False,False,False,True,False
45465,False,True,False,False,False
6621,False,False,True,True,False
41919,False,False,True,True,False
10762,False,False,False,True,False
11814,False,False,False,True,False
21838,False,False,False,True,False
8083,True,False,True,True,False
63382,True,False,False,True,False
59054,False,False,False,True,False
39407,False,False,False,True,True
68398,False,False,False,True,False
36139,False,False,True,True,False
32014,False,False,False,True,False
35169,False,False,False,True,False
57151,False,False,False,True,False
8592,True,False,False,True,False
40870,False,True,False,False,False
63408,False,False,True,True,False
6779,False,False,False,True,False
51441,True,True,True,False,False
23628,False,False,False,True,False
41339,False,False,False,True,False
33637,False,False,False,True,False
17018,False,False,False,True,False
32634,False,False,False,True,False
18178,False,False,False,True,False
70301,False,False,True,True,False
54482,False,True,False,False,False
28239,False,False,False,True,False
15220,False,False,False,True,False
31839,False,False,False,True,False
17511,False,False,False,True,False
65184,False,False,False,True,False
49518,False,True,False,False,False
14760,False,False,False,True,False
37216,True,False,True,True,False
36094,False,True,False,False,False
44682,False,True,False,False,False
61539,True,False,True,True,False
52258,False,True,False,False,False
55802,False,False,False,True,False
63925,False,False,False,True,False
60098,False,False,True,True,False
55737,False,True,False,False,False
68967,False,False,True,True,False
63960,False,False,False,True,False
68626,False,False,False,True,False
61852,True,False,True,True,False
62971,False,False,True,True,False
